-205,0,1.1,-20.47
-206,0,1.3,-20.47
-207,0,1.15,-20.47
-208,0,1.35,-20.47
-209,0,1.55,-20.47
-210,0,1.9,-20.47
-211,0,1.55,-20.47
-212,0,1.65,-20.47
-213,0,1.77,-20.47
-214,0,1.63,-20.47
-215,0,1.75,-20.47
-216,0,2,-20.47
-217,0,2.23,-20.47
-218,0,1.4,-20.47
-219,0,1.52,-20.47
-220,0,1.8,-20.47
-221,0,2,-20.47
-222,0,2.1,-20.47
-223,0,2.6,-20.47
-224,0,3.23,-20.47
-225,0,2.8,-20.47
-226,0,3,-20.47
-227,0,3,-20.47
-228,0,3.05,-20.47
-229,0,2.65,-20.47
-230,0,2.7,-20.47
-231,0,3.08,-20.47
-232,0,2.33,-20.47
-233,0,2.5,-20.47
-234,0,2.77,-20.47
-235,0,2.63,-20.47
-236,0,2.3,-20.47
-237,0,2.25,-20.47
-238,0,2.38,-20.47
-239,0,1.8,-20.47
-240,0,1.85,-20.47
-241,0,2,-20.47
-242,0,2.2,-20.47
-243,0,1.8,-20.47
-244,0,2.08,-20.47
-245,0,2.4,-20.47
-246,0,2.13,-20.47
-247,0,2.3,-20.47
-248,0,2.4,-20.47
-249,0,2.5,-20.47
-250,0,1.93,-20.47
-251,0,1.95,-20.47
-252,0,2.1,-20.47
-253,0,1.6,-20.47
-254,0,1.55,-20.47
-255,0,1.58,-20.47
-256,0,1.7,-20.47
-257,0,1.1,-20.47
-258,0,1.02,-20.47
-259,0,0.9,-20.47
-260,0,0.57,-20.47
-261,0,0.5,-20.47
-262,0,0.6,-20.47
-263,0,0.9,-20.47
-264,0,0.5,-20.47
-265,0,0.8,-20.47
-266,0,1.13,-20.47
-267,0,1,-20.47
-268,0,1.2,-20.47
-269,0,1.35,-20.47
-270,0,1.65,-20.47
-271,0,1.35,-20.47
-272,0,1.48,-20.47
-273,0,1.63,-20.47
-274,0,1.45,-20.47
-275,0,1.27,-20.47
-276,0,1.3,-20.47
-277,0,1.5,-20.47
-278,0,1,-20.47
-279,0,1.08,-20.47
-280,0,1.1,-20.47
-281,0,1.1,-20.47
-282,0,0.7,-20.47
-283,0,0.8,-20.47
-284,0,1.13,-20.47
-285,0,0.7,-20.47
-286,0,0.78,-20.47
-287,0,0.88,-20.47
-288,0,0.97,-20.47
-289,0,0.75,-20.47
-290,0,0.9,-20.47
-291,0,1.27,-20.47
-292,0,0.7,-20.47
-293,0,1,-20.47
-294,0,1.13,-20.47
-295,0,1.3,-20.47
-296,0,1,-20.47
-297,0,1.1,-20.47
-298,0,1.5,-20.47
-299,0,0.9,-20.47
-300,0,1,-20.47
-301,0,1.27,-20.47
-302,0,1.27,-20.47
-303,0,1.1,-20.47
-304,0,1.25,-20.47
-305,0,1.48,-20.47
-306,0,1.3,-20.47
-307,0,1.1,-20.47
-308,0,1.1,-20.47
-309,0,1.15,-20.47
-310,0,0.6,-20.47
-311,0,0.63,-20.47
-312,0,0.7,-20.47
-313,0,0.3,-20.47
-314,0,0.5,-20.47
-315,0,0.7,-20.47
-316,0,0.88,-20.47
-317,0,0.45,-20.47
-318,0,0.47,-20.47
-319,0,0.63,-20.47
-320,0,0.42,-20.47
-321,0,0.53,-20.47
-322,0,0.6,-20.47
-323,0,0.82,-20.47
-324,0,0.13,-20.47
-325,0,0.2,-20.47
-326,0,0.23,-20.47
-327,0,0.07,-20.47
-328,0,0,-20.47
-329,0,0.2,-20.47
-330,0,0.42,-20.47
-331,0,0,-20.47
-332,0,0.2,-20.47
-333,0,0.45,-20.47
-334,0,0.4,-20.47
-335,0,0.4,-20.47
-336,0,0.4,-20.47
-337,0,0.75,-20.47
-338,0,0.25,-20.47
-339,0,0.42,-20.47
-340,0,0.55,-20.47
-341,0,0.5,-20.47
-342,0,0.4,-20.47
-343,0,0.38,-20.47
-344,0,0.72,-20.47
-345,0,0.1,-20.47
-346,0,0.3,-20.47
-347,0,0.47,-20.47
-348,0,0.6,-20.47
-349,0,0.4,-20.47
-350,0,0.6,-20.47
-351,0,1.02,-20.47
-352,0,0.4,-20.47
-353,0,0.4,-20.47
-354,0,0.38,-20.47
-355,0,0.4,-20.47
-356,0,-0.1,-20.47
-357,0,0.1,-20.47
-358,0,0.38,-20.47
-359,0,-0.2,-20.47
-360,0,-0.13,-20.47
-361,0,0.07,-20.47
-362,0,0.3,-20.47
-363,0,0,-20.47
-364,0,0.05,-20.47
-365,0,0.13,-20.47
-366,0,-0.1,-20.47
-367,0,-0.17,-20.47
-368,0,0,-20.47
-369,0,0.25,-20.47
-370,0,0.35,-20.47
-371,0,0.7,-20.47
-372,0,0.5,-20.47
-373,0,0.35,-20.47
-374,0,0.38,-20.47
-375,0,0.4,-20.47
-376,0,0.7,-20.47
-377,0,0.1,-20.47
-378,0,0.1,-20.47
-379,0,0.2,-20.47
-380,0,-0.1,-20.47
-381,0,0,-20.47
-382,0,0.07,-20.47
-383,0,0.17,-20.47
-384,0,-0.33,-20.47
-385,0,-0.23,-20.47
-386,0,-0.03,-20.47
-387,0,-0.1,-20.47
-388,0,-0.15,-20.47
-389,0,-0.1,-20.47
-390,0,0.05,-20.47
-391,0,-0.5,-20.47
-392,0,-0.4,-20.47
-393,0,-0.3,-20.47
-394,0,-0.3,-20.47
-395,0,-0.6,-20.47
-396,0,-0.28,-20.47
-397,0,0.23,-20.47
-398,0,-0.3,-20.47
-399,0,-0.1,-20.47
-400,0,0.07,-20.47
-401,0,0.17,-20.47
-402,0,0,-20.47
-403,0,0.1,-20.47
-404,0,0.4,-20.47
-405,0,-0.1,-20.47
-406,0,0,-20.47
-407,0,0.2,-20.47
-408,0,0.35,-20.47
-409,0,-0.05,-20.47
-410,0,0.1,-20.47
-411,0,0.3,-20.47
-412,0,0.05,-20.47
-413,0,0.1,-20.47
-414,0,0.23,-20.47
-415,0,0.55,-20.47
-416,0,0.1,-20.47
-417,0,0.2,-20.47
-418,0,0.47,-20.47
-419,0,0.2,-20.47
-420,0,0.38,-20.47
-421,0,0.63,-20.47
-422,0,0.78,-20.47
-423,0,0.2,-20.47
-424,0,0.2,-20.47
-425,0,0.3,-20.47
-426,0,0.1,-20.47
-427,0,0.2,-20.47
-428,0,0.35,-20.47
-429,0,0.68,-20.47
-430,0,0.1,-20.47
-431,0,0.3,-20.47
-432,0,0.42,-20.47
-433,0,0.3,-20.47
-434,0,0.4,-20.47
-435,0,0.5,-20.47
-436,0,0.78,-20.47
-437,0,0.3,-20.47
-438,0,0.5,-20.47
-439,0,0.72,-20.47
-440,0,0.68,-20.47
-441,0,0.6,-20.47
-442,0,0.68,-20.47
-443,0,1,-20.47
-444,0,0.38,-20.47
-445,0,0.57,-20.47
-446,0,0.85,-20.47
-447,0,0.9,-20.47
-448,0,0.82,-20.47
-449,0,1,-20.47
-450,0,1.45,-20.47
-451,0,0.9,-20.47
-452,0,1.15,-20.47
-453,0,1.3,-20.47
-454,0,1.5,-20.47
-455,0,1.3,-20.47
-456,0,1.5,-20.47
